title, artist, album, type, year, bpmHuman, bpmFromFile, duration, path, tstart, tend,author, singer, composer, ID, size
Tiny,Osvaldo Pugliese,Reliquias,tango,1945,0.0,0.0,161541,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Tiny-OSVALDO PUGLIESE-RELIQUIAS-TANGO.mp3,0,158674,Unnkown,Unnkown,Pedro Maffia y Julio De Caro,1649,2727758
La Beba,Osvaldo Pugliese,From Argentina to the World,tango,1972,0.0,0.0,165531,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-La Beba-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,163876,Unnkown,Unnkown,Osvaldo Pugliese,1650,3315124
A Los Amigos,Osvaldo Pugliese,Unknown,tango,1960,0.0,0.0,178390,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1960-A Los Amigos-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,177190,Unnkown,Unnkown,Armando Pontier,1651,2937526
Berretin,Osvaldo Pugliese,Los clásicos argentinos - VOL 21,tango,0,0.0,0.0,211700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Berretin-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 21-TANGO.mp3,556,211015,Unknown,Unknown,Unknown,1652,3391616
Derecho Viejo,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1945,0.0,0.0,135183,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Derecho Viejo-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,421,131237,Gabriel Clausi,Unnkown,Eduardo Arolas,1653,2215260
Silencio,Osvaldo Pugliese,La Yumba,tango,1959,0.0,0.0,216540,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-Silencio-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,526,212927,Alfredo Le Pera y Horacio Pettorossi,Jorge Maciel,Carlos Gardel y Horacio Pettorossi,1654,4336009
La Bbondone Y No Sabia,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,188700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Bbondone Y No Sabia-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,186378,Unknown,Unknown,Unknown,1655,3022349
La Mariposa,Osvaldo Pugliese,Tango De Colección 02,tango,1985,0.0,0.0,278600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/2005-La Mariposa-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,0,278648,Celedonio Flores,Unnkown,Pedro Maffia,1656,6691779
La Bordona,Osvaldo Pugliese,Colleccion,tango,1958,0.0,0.0,195600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Bordona-OSVALDO PUGLIESE-COLLECCION-TANGO.mp3,0,192022,Unnkown,Unnkown,Emilio Balcarce,1657,3198916
Emancipación,Osvaldo Pugliese,Los clásicos argentinos - VOL 19,tango,1955,0.0,0.0,205300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1955-Emancipación-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 19-TANGO.mp3,583,202817,Unnkown,Unnkown,Alfredo Bevilacqua,1658,3289216
La Bordona,Osvaldo Pugliese,From Argentina to the World,tango,1958,0.0,0.0,195400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Bordona-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,192118,Unnkown,Unnkown,Emilio Balcarce,1659,3178654
Rondando Tu Esquina,Osvaldo Pugliese,Los Clásicos Argentinos - Vol 26,tango,1945,0.0,0.0,169142,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Rondando Tu Esquina_2-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 26-TANGO.mp3,1300,166678,Enrique Cadícamo,Roberto Chanel,Charlo,1660,2709632
Farol,Osvaldo Pugliese,Tango De Colección 02,tango,1943,0.0,0.0,204200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1943-Farol-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,81,199530,Homero Expósito,Roberto Chanel,Virgilio Expósito,1661,4906258
De Floreo,Osvaldo Pugliese,La Yumba,tango,1950,0.0,0.0,166426,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1950-De Floreo-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,77,166376,Unnkown,Unnkown,Julio Carrasco,1662,6658301
La Bordona,Osvaldo Pugliese,Tango De Colección 02,tango,1958,0.0,0.0,196732,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/2005-La Bordona-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,56,192395,Unnkown,Unnkown,Emilio Balcarce,1663,4728834
A Evaristo Carriego,Osvaldo Pugliese,Nostalgico,tango,1969,0.0,0.0,230100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-A Evaristo Carriego-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,2,227332,Unnkown,Unnkown,Eduardo Rovira,1664,3978726
Barra Querida,Osvaldo Pugliese,La Yumba,tango,1950,0.0,0.0,187350,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1950-Barra Querida-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,43,187307,César Vedani,Jorge Vidal,Carlos Sánchez,1665,7495269
Camandulaje,Osvaldo Pugliese,Los clásicos argentinos - VOL 28,tango,1973,0.0,0.0,178900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1973-Camandulaje-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 28-TANGO.mp3,101,177989,Unnkown,Unnkown,Alfredo Gobbi,1666,2865280
Track 13,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,145500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 13-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,143183,Unknown,Unknown,Unknown,1667,2330209
Zum,Osvaldo Pugliese,Los clásicos argentinos - VOL 17,tango,1973,0.0,0.0,191700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1973-Zum-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 17-TANGO.mp3,1106,190641,Unnkown,Unnkown,Astor Piazzolla,1668,3070080
La Rayuela,Osvaldo Pugliese,De Caro Por Pugliese,tango,1953,0.0,0.0,199300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1953-La Rayuela-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,196236,Unnkown,Unnkown,Julio De Caro,1669,3208740
Track 15,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,166700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 15-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,164239,Unknown,Unknown,Unknown,1670,2669592
Donde Estas,Osvaldo Pugliese,La Yumba,tango,1959,0.0,0.0,206829,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-Donde Estas-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,851,203751,Carlos Bahr,Jorge Maciel,Manuel Sucher,1671,4141661
Boedo,Osvaldo Pugliese,Los clásicos argentinos - VOL 14,tango,1948,0.0,0.0,192914,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1948-Boedo-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 14-TANGO.mp3,85,191821,Dante A. Linyera,Unnkown,Julio De Caro,1672,3088512
Zum,Osvaldo Pugliese,Colleccion,tango,1973,0.0,0.0,191268,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1973-Zum-OSVALDO PUGLIESE-COLLECCION-TANGO.mp3,0,189471,Unnkown,Unnkown,Astor Piazzolla,1673,3190759
La Cachila,Osvaldo Pugliese,Recuerdo,tango,1952,0.0,0.0,152041,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-La Cachila-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,149666,Unknown,Unknown,Unknown,1674,2436370
Corrientes Y Esmeralda,Osvaldo Pugliese,Recuerdo,tango,1944,0.0,0.0,166300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Corrientes Y Esmeralda-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,164082,Celedonio Flores,Roberto Chanel,Francisco Pracánico,1675,2664158
Amurado,Osvaldo Pugliese,Tango De Colección 02,tango,1944,0.0,0.0,164800,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Amurado-OSVALDO PUGLIESE-TANGO DE COLECCION 02-TANGO.mp3,72,161208,José De Grandis,Unnkown,Pedro Maffia y Pedro Laurenz,1676,3960834
Nostalgico,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,232600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Nostalgico-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,230105,Unknown,Unknown,Unknown,1677,3955938
El Andariego,Osvaldo Pugliese,Los clásicos argentinos - VOL 16,tango,1972,0.0,0.0,203300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-El Andariego-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 16-TANGO.mp3,84,199093,Unnkown,Unnkown,Alfredo Gobbi,1678,3256448
Arrabal,Osvaldo Pugliese,Los clásicos argentinos - VOL 6,tango,1974,0.0,0.0,192900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Arrabal-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 6-TANGO.mp3,33,189051,Unnkown,Unnkown,José Pascual,1679,3090560
Pelele,Osvaldo Pugliese,Tango Buenos Aires 1904-1950 CD1,tango,1945,0.0,0.0,150366,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Pelele-OSVALDO PUGLIESE-TANGO BUENOS AIRES 1904-1950 CD1-TANGO.mp3,916,146887,Unnkown,Unnkown,Pedro Maffia,1680,6021164
La Cachila,Osvaldo Pugliese,Tango Buenos Aires (1904-1950) CD2,tango,1952,0.0,0.0,156425,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-La Cachila-OSVALDO PUGLIESE-TANGO BUENOS AIRES (1904-1950) CD2-TANGO.mp3,290,152686,Unknown,Unknown,Unknown,1681,6261507
San Jose De Flores,Osvaldo Pugliese,Sus Exitos con Alberto Moran,tango,1953,0.0,0.0,214909,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1953-San Jose De Flores-OSVALDO PUGLIESE-SUS EXITOS CON ALBERTO MORAN-TANGO.mp3,0,210791,Enrique Gaudino,Alberto Moran,Armando Acquarone,1682,3515121
El Paladin,Osvaldo Pugliese,Recuerdo,tango,1945,0.0,0.0,162163,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Paladin-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,159934,Unnkown,Unnkown,Agustín Bardi,1683,2598538
Manos Adoradas,Osvaldo Pugliese,26 Valses Quinteto P~Salgan,vals,1952,71.14741382082246,0.0,142445,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-Manos Adoradas-OSVALDO PUGLIESE-26 VALSES QUINTETO P~SALGAN-VALS.mp3,0,139188,Horacio Sanguinetti,Alberto Moran,Roberto Rufino,1684,2303692
Amurado,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1944,0.0,0.0,165100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Amurado-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,401,161165,José De Grandis,Unnkown,Pedro Maffia y Pedro Laurenz,1685,2690265
La Yumba,Osvaldo Pugliese,Colleccion,tango,1952,0.0,0.0,168900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Yumba-OSVALDO PUGLIESE-COLLECCION-TANGO.mp3,0,164660,Unnkown,Unnkown,Osvaldo Pugliese,1686,2863888
Corazoneando,Osvaldo Pugliese,Los clásicos argentinos - VOL 26,tango,1958,0.0,0.0,197355,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1958-Corazoneando-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 26-TANGO.mp3,830,196465,Unnkown,Unnkown,Osvaldo Pugliese,1687,3160192
A Roberto Peppe,Osvaldo Pugliese,Instrumentales involvidables vol. 3,tango,1956,0.0,0.0,186500,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1956-A Roberto Peppe-OSVALDO PUGLIESE-INSTRUMENTALES INVOLVIDABLES VOL. 3-TANGO.mp3,0,182635,Unnkown,Unnkown,Esteban Gilardi,1688,3090269
Emancipación,Osvaldo Pugliese,From Argentina to the World,tango,1955,0.0,0.0,203383,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1955-Emancipación-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,201760,Unnkown,Unnkown,Alfredo Bevilacqua,1689,4072674
Tinta Roja,Osvaldo Pugliese,From Argentina to the World,tango,1972,0.0,0.0,191451,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-Tinta Roja-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,188433,Cátulo Castillo,Unnkown,Sebastián Piana,1690,3221496
Por Qué No Has Venido,Osvaldo Pugliese,Tango Buenos Aires 1904-1950 CD1,tango,1945,0.0,0.0,187465,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Por Qué No Has Venido-OSVALDO PUGLIESE-TANGO BUENOS AIRES 1904-1950 CD1-TANGO.mp3,310,183673,Julio Navarrine,Alberto Moran,Pedro Maffia,1691,7506042
Que Pinturita,Osvaldo Pugliese,Coleccion Aniversario,tango,1958,0.0,0.0,220447,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1958-Que Pinturita-OSVALDO PUGLIESE-COLECCION ANIVERSARIO-TANGO.mp3,0,217600,Unnkown,Unnkown,Esteban Gilardi,1692,3774453
Parlamento,Osvaldo Pugliese,De Caro Por Pugliese,tango,0,0.0,0.0,196000,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Parlamento-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,193047,Unknown,Unknown,Unknown,1693,3153989
Cadenas,Osvaldo Pugliese,Sus Exitos con Alberto Moran,tango,1950,0.0,0.0,184790,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1950-Cadenas-OSVALDO PUGLIESE-SUS EXITOS CON ALBERTO MORAN-TANGO.mp3,0,181443,Luis Rubistein,Alberto Moran,Luis Rubistein,1694,3002274
Gallo Ciego,Osvaldo Pugliese,Unknown,tango,1959,0.0,0.0,211700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-Gallo Ciego-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,211214,Unnkown,Unnkown,Agustin Bardi,1695,3530191
Tierra Querida,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1944,0.0,0.0,198100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Tierra Querida-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,15,198088,Luis Diaz,Unnkown,Julio De Caro,1696,7926831
Track 18,Osvaldo Pugliese,Recuerdo,tango,0,0.0,0.0,148100,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Track 18-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,145720,Unknown,Unknown,Unknown,1697,2371587
Pata Ancha,Osvaldo Pugliese,Instrumentales involvidables vol. 3,tango,1957,0.0,0.0,203400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1957-Pata Ancha-OSVALDO PUGLIESE-INSTRUMENTALES INVOLVIDABLES VOL. 3-TANGO.mp3,37,195965,Unnkown,Unnkown,Mario Demarco,1698,3324739
Nochero Soy,Osvaldo Pugliese,Instrumentales inolvidables Vol. 2,tango,1956,0.0,0.0,212427,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1956-Nochero Soy-OSVALDO PUGLIESE-INSTRUMENTALES INOLVIDABLES VOL. 2-TANGO.mp3,0,209349,Unnkown,Unnkown,Oscar Herrero,1699,3560468
Recuerdo,Osvaldo Pugliese,Recuerdo,tango,1944,0.0,0.0,158700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Recuerdo-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,583,156582,Eduardo Moreno,Unnkown,Osvaldo Pugliese,1700,2542532
Tiny,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1945,0.0,0.0,163291,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-Tiny-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,443,159111,Unnkown,Unnkown,Pedro Maffia y Julio De Caro,1701,2674485
Amurado,Osvaldo Pugliese,Los clásicos argentinos - VOL 11,tango,1944,0.0,0.0,162900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Amurado-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 11-TANGO.mp3,803,162376,José De Grandis,Unnkown,Pedro Maffia y Pedro Laurenz,1702,2609280
Yunta De Oro,Osvaldo Pugliese,Instrumentales involvidables vol. 3,tango,1957,0.0,0.0,213420,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1957-Yunta De Oro-OSVALDO PUGLIESE-INSTRUMENTALES INVOLVIDABLES VOL. 3-TANGO.mp3,0,208973,Unnkown,Unnkown,Osvaldo Ruggiero,1703,3545737
El Amanecer,Osvaldo Pugliese,Nostalgico,tango,0,0.0,0.0,191900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-El Amanecer-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,189150,Unknown,Unknown,Unknown,1704,3319490
Desde El Alma,Osvaldo Pugliese,Tango De Colección 02,tango,1979,0.0,0.0,178400,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1979- -OSVALDO PUGLIESE-TANGO DE COLECCION 02-VALS.mp3,0,174698,Homero Manzi y Víctor Piuma Vélez,Unnkown,Rosita Melo,1705,4287469
La Yumba,Osvaldo Pugliese,Los clásicos argentinos - VOL 9,tango,1952,0.0,0.0,168646,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Yumba-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 9-TANGO.mp3,185,164907,Unnkown,Unnkown,Osvaldo Pugliese,1706,2701440
El Panuelito,Osvaldo Pugliese,La Yumba,tango,1959,0.0,0.0,162894,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1959-El Panuelito-OSVALDO PUGLIESE-LA YUMBA-TANGO.mp3,926,160019,Gabino Coria Peñaloza,Jorge Maciel,Juan de Dios Filiberto,1707,3262382
La mascota del barrio,Osvaldo PUGLIESE,Sus Exitos con Alberto Moran,tango,1946,0.0,0.0,188700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Barrio-OSVALDO PUGLIESE-SUS EXITOS CON ALBERTO MORAN-TANGO.mp3,0,185201,Reinaldo Yiso,Roberto Chanel,Abel Aznar,1708,3050861
Que Noche,Osvaldo Pugliese,Nostalgico,tango,1968,0.0,0.0,174200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1968-Que Noche-OSVALDO PUGLIESE-NOSTALGICO-TANGO.mp3,0,171603,Unnkown,Unnkown,Agustín Bardi,1709,2977702
Ojos Negros,Osvaldo Pugliese,From Argentina to the World,tango,1972,0.0,0.0,181900,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1972-Ojos Negros-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,180049,Pedro Numa Cordoba,Unnkown,Vicente Greco,1710,3640610
Adios Bardi,Osvaldo Pugliese,Los Mejores Instrumentales,tango,1944,0.0,0.0,164300,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Adios Bardi-OSVALDO PUGLIESE-LOS MEJORES INSTRUMENTALES-TANGO.mp3,398,164389,Unnkown,Unnkown,Osvaldo Pugliese,1711,2690974
Tierra Querida,Osvaldo Pugliese,De Caro Por Pugliese,tango,1944,0.0,0.0,201200,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1944-Tierra Querida-OSVALDO PUGLIESE-DE CARO POR PUGLIESE-TANGO.mp3,0,197833,Luis Diaz,Unnkown,Julio De Caro,1712,3244271
El Sueno Del Pibe,Osvaldo Pugliese,Recuerdo,tango,1945,0.0,0.0,173284,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Sueno Del Pibe-OSVALDO PUGLIESE-RECUERDO-TANGO.mp3,0,171011,Reinaldo Yiso,Roberto Chanel,Juan Puey,1713,2776589
Gallo Ciego Tango,Osvaldo Pugliese,Unknown,tango,0,0.0,0.0,220700,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-Gallo Ciego Tango-OSVALDO PUGLIESE-UNKNOWN-TANGO.mp3,0,211152,Unknown,Unknown,Unknown,1714,3543446
La Mariposa,Osvaldo Pugliese,Los clásicos argentinos - VOL 1,tango,1966,0.0,0.0,214600,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/0-La Mariposa-OSVALDO PUGLIESE-LOS CLASICOS ARGENTINOS - VOL 1-TANGO.mp3,282,209561,Celedonio Flores,Unnkown,Pedro Maffia,1715,3436672
Para Dos,Osvaldo Pugliese,Instrumentales inolvidables Vol. 2,tango,1952,0.0,0.0,171676,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1952-Para Dos-OSVALDO PUGLIESE-INSTRUMENTALES INOLVIDABLES VOL. 2-TANGO.mp3,0,168413,Unnkown,Unnkown,Osvaldo Ruggiero,1716,2831858
Negracha,Osvaldo Pugliese,Instrumentales inolvidables Vol. 2,tango,1948,0.0,0.0,164754,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1948-Negracha-OSVALDO PUGLIESE-INSTRUMENTALES INOLVIDABLES VOL. 2-TANGO.mp3,0,160623,Unnkown,Unnkown,Osvaldo Pugliese,1717,2768224
Gente Amiga,Osvaldo Pugliese,From Argentina to the World,tango,1958,0.0,0.0,196257,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1958-Gente Amiga-OSVALDO PUGLIESE-FROM ARGENTINA TO THE WORLD-TANGO.mp3,0,193108,Unnkown,Unnkown,Ismael Spitalnik,1718,3243752
El Monito,Osvaldo Pugliese,Tango Buenos Aires (1904-1950) CD2,tango,1945,0.0,0.0,142195,/home/hoonakker/media/tango-propres-HQ/TANGO/OSVALDO PUGLIESE/1945-El Monito-OSVALDO PUGLIESE-TANGO BUENOS AIRES (1904-1950) CD2-TANGO.mp3,243,138494,Juan Carlos Marambio Catán,Unnkown,Julio De Caro,1719,5692037
Ivette,Jorge Vidal,Los clásicos argentinos - VOL 8,tango,0,0.0,0.0,206800,/home/hoonakker/media/tango-propres-HQ/TANGO/JORGE VIDAL/0-Ivette-JORGE VIDAL-LOS CLASICOS ARGENTINOS - VOL 8-TANGO.mp3,102,202175,Unknown,Unknown,Unknown,1720,3313792
Tarde,Jorge Vidal,Los clásicos argentinos - VOL 13,tango,0,0.0,0.0,200100,/home/hoonakker/media/tango-propres-HQ/TANGO/JORGE VIDAL/0-Tarde-JORGE VIDAL-LOS CLASICOS ARGENTINOS - VOL 13-TANGO.mp3,86,197363,Unknown,Unknown,Unknown,1721,3205248
Estás En Mi Corazón,Jorge Vidal,Los clásicos argentinos - VOL 26,tango,0,0.0,0.0,158100,/home/hoonakker/media/tango-propres-HQ/TANGO/JORGE VIDAL/0-Estás En Mi Corazón-JORGE VIDAL-LOS CLASICOS ARGENTINOS - VOL 26-TANGO.mp3,336,154979,Unknown,Unknown,Unknown,1722,2533504
Fueron Tres Años,Jorge Vidal,Los clásicos argentinos - VOL 20,tango,0,0.0,0.0,158800,/home/hoonakker/media/tango-propres-HQ/TANGO/JORGE VIDAL/0-Fueron Tres Años-JORGE VIDAL-LOS CLASICOS ARGENTINOS - VOL 20-TANGO.mp3,1623,156342,Unknown,Unknown,Unknown,1723,2543744
Al Verla Pasar,Jorge Vidal,Los clásicos argentinos - VOL 7,tango,0,0.0,0.0,208000,/home/hoonakker/media/tango-propres-HQ/TANGO/JORGE VIDAL/0-Al Verla Pasar-JORGE VIDAL-LOS CLASICOS ARGENTINOS - VOL 7-TANGO.mp3,95,203540,Unknown,Unknown,Unknown,1724,3332224
Tres Esperanzas,Jorge Vidal,Los clásicos argentinos - VOL 14,tango,0,0.0,0.0,179600,/home/hoonakker/media/tango-propres-HQ/TANGO/JORGE VIDAL/0-Tres Esperanzas-JORGE VIDAL-LOS CLASICOS ARGENTINOS - VOL 14-TANGO.mp3,285,176191,Unknown,Unknown,Unknown,1725,2877568
Le Milonghe Del Sabato,Joe Barbieri,Respiro,tango,0,0.0,0.0,224800,/home/hoonakker/media/tango-propres-HQ/TANGO/JOE BARBIERI/0-Le Milonghe del sabato-JOE BARBIERI-RESPIRO-TANGO.mp3,0,223060,Unknown,Unknown,Unknown,1726,3603552
Tango Idishe,Tango around the world,Unknown,tango,0,0.0,0.0,178000,/home/hoonakker/media/tango-propres-HQ/TANGO/TANGO AROUND THE WORLD/0-Tango Idishe-TANGO AROUND THE WORLD-UNKNOWN-TANGO.mp3,0,175248,Unknown,Unknown,Unknown,1727,2859474
Claudinette,Juan D'Arienzo,D' Arienzo - Mauré,tango,1942,0.0,0.0,151500,/home/hoonakker/media/tango-propres-HQ/TANGO/JUAN D'ARIENZO/2004-Claudinette-JUAN D'ARIENZO-D' ARIENZO - MAURE-TANGO.mp3,0,148221,Julián Centeya,Héctor Mauré,Enrique Delfino,1728,3641608
Cicatrices,Juan D'Arienzo,D' Arienzo - Mauré,tango,1942,0.0,0.0,143300,/home/hoonakker/media/tango-propres-HQ/TANGO/JUAN D'ARIENZO/0-Cicatrices-JUAN D'ARIENZO-D' ARIENZO - MAURE-TANGO.mp3,0,139757,Enrique Maroni,Héctor Mauré,Adolfo Avilés,1729,3440640
