title, artist, album, type, year, bpmHuman, bpmFromFile, duration, path, tstart, tend,author, singer, composer, ID, size
Tango Del Diablo,Soledad,Del Diablo,tango-nuevo,2006,0.0,0.0,223500,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/SOLEDAD/2006-Tango Del Diablo-SOLEDAD-DEL DIABLO-TANGO-NUEVO.mp3,123,215827,Unknown,Unknown,Unknown,4071,8943744
Movimiento Continuo,Soledad,Del Diablo,tango-nuevo,2006,0.0,0.0,213600,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/SOLEDAD/2006-Movimiento Continuo-SOLEDAD-DEL DIABLO-TANGO-NUEVO.mp3,325,209679,Unknown,Unknown,Unknown,4072,8548352
I've Seen That Face Before,Grace Jones,Last Tango in Athens,electro-tango,0,0.0,0.0,266000,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/GRACE JONES/0-I've Seen That Face Before-GRACE JONES-LAST TANGO IN ATHENS-ELECTRO-TANGO.mp3,0,266318,Unknown,Unknown,Unknown,4073,8513536
Chinese Bubbles,Emmanuel Santarommana,Last Tango in Athens Disc 3,electro-tango,0,0.0,0.0,309200,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EMMANUEL SANTAROMMANA/0-Chinese Bubbles-EMMANUEL SANTAROMMANA-LAST TANGO IN ATHENS DISC 3-ELECTRO-TANGO.mp3,0,309629,Unknown,Unknown,Unknown,4074,9897984
Love Came Here,Lhasa de Sela,Unknown,alter-tango,0,0.0,0.0,225306,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/LHASA DE SELA/0-Love Came Here-LHASA DE SELA-UNKNOWN-ALTER-TANGO.mp3,0,225306,Unknown,Unknown,Unknown,4075,3610245
De Cara A La Pared,Lhasa de Sela,Unknown,alter-tango,0,0.0,0.0,255843,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/LHASA DE SELA/0-De Cara A La Pared-LHASA DE SELA-UNKNOWN-ALTER-TANGO.mp3,0,255818,Unknown,Unknown,Unknown,4076,3075683
Tango To Evora,Loreena McKennitt,Unknown,alter-tango,0,0.0,0.0,259176,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/LOREENA MCKENNITT/0-Tango To Evora-LOREENA MCKENNITT-UNKNOWN-ALTER-TANGO.mp3,849,248678,Unknown,Unknown,Unknown,4077,4007936
Histoire Du Tango: Concert D'aujourd'hui,Emmanuel Pahud,Cantos y Danzas,alter-tango,0,0.0,0.0,315800,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EMMANUEL PAHUD/0-Histoire Du Tango Concert D'aujourd'hui-EMMANUEL PAHUD-CANTOS Y DANZAS-ALTER-TANGO.mp3,0,307664,Unknown,Unknown,Unknown,4078,12634240
Bordel 1900,Emmanuel Pahud,Emmanuel Pahud: A Portrait,tango-nuevo,0,0.0,0.0,231000,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EMMANUEL PAHUD/0-Bordel 1900-EMMANUEL PAHUD-EMMANUEL PAHUD: A PORTRAIT-TANGO-NUEVO.mp3,1180,229385,Unknown,Unknown,Unknown,4079,9240704
Café 1930,Emmanuel Pahud,Cantos y Danzas,alter-tango,0,0.0,0.0,443608,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EMMANUEL PAHUD/0-Café 1930-EMMANUEL PAHUD-CANTOS Y DANZAS-ALTER-TANGO.mp3,12,442615,Unknown,Unknown,Unknown,4080,17756288
Night Club 1960,Emmanuel Pahud,Cantos y Danzas,alter-tango,0,0.0,0.0,363099,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EMMANUEL PAHUD/0-Night Club 1960-EMMANUEL PAHUD-CANTOS Y DANZAS-ALTER-TANGO.mp3,0,355372,Unknown,Unknown,Unknown,4081,14534784
Verano Porteño,Astor Piazzolla,Unknown,tango-nuevo,0,0.0,0.0,411400,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/ASTOR PIAZZOLLA/0-Verano Porteño-ASTOR PIAZZOLLA-UNKNOWN-TANGO-NUEVO.mp3,0,411455,Unknown,Unknown,Unknown,4082,6602188
Al Di Meola,Astor Piazzolla,Milonga Del Angel,tango-nuevo,0,0.0,0.0,188700,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/ASTOR PIAZZOLLA/0-Al Di Meola-ASTOR PIAZZOLLA-MILONGA DEL ANGEL-TANGO-NUEVO.mp3,0,188787,Unknown,Unknown,Unknown,4083,3028794
Verano Porteno,Tango Argentino,Tango Argentino,tango-nuevo,1961,0.0,0.0,145000,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/TANGO ARGENTINO/1961-Verano Porteno-TANGO ARGENTINO-TANGO ARGENTINO-TANGO-NUEVO.mp3,0,143659,Unknown,Unknown,Unknown,4084,5804160
Goose Blues,Belleruche,Unknown,alter-tango,0,0.0,0.0,229929,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BELLERUCHE/0-Goose Blues-BELLERUCHE-UNKNOWN-ALTER-TANGO.mp3,0,229897,Unknown,Unknown,Unknown,4085,9198575
The Man (el Hombre Remix),Peace Orchestra,Inspiracion - Espiracion CD1 (Mixed CD),electro-tango,2004,0.0,0.0,432000,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/PEACE ORCHESTRA/2004-The Man (el Hombre Remix)-PEACE ORCHESTRA-INSPIRACION - ESPIRACION CD1 (MIXED CD)-ELECTRO-TANGO.mp3,0,432027,Unknown,Unknown,Unknown,4086,17285120
Maroma,Emilio Kauderer,Bajofondo Tango Club,electro-tango,2003,0.0,0.0,282800,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EMILIO KAUDERER/2003-Maroma-EMILIO KAUDERER-BAJOFONDO TANGO CLUB-ELECTRO-TANGO.mp3,0,282880,Unknown,Unknown,Unknown,4087,2833024
Santiago's Dream,Hernandez Isabelle Rune,Unknown,electro-tango,0,0.0,0.0,280000,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HERNANDEZ ISABELLE RUNE/0-Santiago's Dream-HERNANDEZ ISABELLE RUNE-UNKNOWN-ELECTRO-TANGO.mp3,0,280059,Unknown,Unknown,Unknown,4089,4494049
Por Una Cabeza,The tango project,Last Tango in Athens Disc 2,alter-tango,0,0.0,0.0,132066,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/THE TANGO PROJECT/0-Por Una Cabeza-THE TANGO PROJECT-LAST TANGO IN ATHENS DISC 2-ALTER-TANGO.mp3,0,132153,Unknown,Unknown,Unknown,4090,4225024
Por Una Cabeza,The Tango Project,The Best Tangos ,alter-tango,2003,0.0,0.0,135392,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/THE TANGO PROJECT/2003-Por Una Cabeza-THE TANGO PROJECT-THE BEST TANGOS -ALTER-TANGO.mp3,0,133092,Unknown,Unknown,Unknown,4091,5419008
Audiopharmacy,Ruined Lands,Unknown,electro-tango,0,0.0,0.0,275500,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/RUINED LANDS/0-Audiopharmacy-RUINED LANDS-UNKNOWN-ELECTRO-TANGO.mp3,904,274003,Unknown,Unknown,Unknown,4092,4421143
Asi Esta La Cosa,ACTITUD MARIA MARTA,Tango - La Selection Radio Latina,electro-tango,2007,0.0,0.0,235200,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/ACTITUD MARIA MARTA/2007-Asi Esta La Cosa-ACTITUD MARIA MARTA-TANGO - LA SELECTION RADIO LATINA-ELECTRO-TANGO.mp3,0,234140,Unknown,Unknown,Unknown,4093,9410560
Dulce De Betata,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,158600,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Dulce De Betata_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,152916,Unknown,Unknown,Unknown,4094,17984904
Vamos Animales,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,228500,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Vamos Animales_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,223705,Unknown,Unknown,Unknown,4095,24519618
Real Ideal,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,275506,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Real Ideal_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,270149,Unknown,Unknown,Unknown,4096,30273390
Quiere Terere,Beata Soderberg & Justtango,Bailata,alter-milonga,2007,0.0,0.0,162986,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Quiere Terere_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-MILONGA.flac,0,157648,Unknown,Unknown,Unknown,4097,17751857
Beatifico,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,202546,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Beatifico_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,197101,Unknown,Unknown,Unknown,4098,20043086
Tangogo,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,216786,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Tangogo_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,212557,Unknown,Unknown,Unknown,4099,21938604
Piachelo,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,226900,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Piachelo_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,39,219916,Unknown,Unknown,Unknown,4100,24650345
Bailata,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,125360,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Bailata_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,21,119878,Unknown,Unknown,Unknown,4101,13050550
Vals De S. Fernando,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,163693,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Vals De S Fernando_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,157272,Unknown,Unknown,Unknown,4102,15913047
Por Que No,Beata Soderberg & Justtango,Bailata,alter-milonga,2007,0.0,0.0,169746,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Por Que No_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-MILONGA.flac,0,164532,Unknown,Unknown,Unknown,4103,17908381
Ivarito,Beata Soderberg & Justtango,Bailata,alter-vals,2007,0.0,0.0,158360,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Ivarito_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-VALS.flac,0,153189,Unknown,Unknown,Unknown,4104,14436057
Chelo Vuelo,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,282866,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Chelo Vuelo_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,276535,Unknown,Unknown,Unknown,4105,29243792
Vals Para Natalia,Beata Soderberg & Justtango,Bailata,alter-vals,2007,0.0,0.0,161760,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Vals Para Natalia_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-VALS.flac,0,157821,Unknown,Unknown,Unknown,4106,16445091
Siento Lento,Beata Soderberg & Justtango,Bailata,alter-tango,2007,0.0,0.0,288773,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BEATA SODERBERG & JUSTTANGO/2007-Siento Lento_2-BEATA SODERBERG & JUSTTANGO-BAILATA-ALTER-TANGO.flac,0,283172,Unknown,Unknown,Unknown,4107,31187473
1940,The Submarines,Unknown,alter-tango,2008,0.0,0.0,187376,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/THE SUBMARINES/2008-1940-THE SUBMARINES-UNKNOWN-ALTER-TANGO.mp3,12,187336,Unknown,Unknown,Unknown,4108,7504795
Cotidiano,Ruben Juarez,Tango De Colección 03,tango-nuevo,1984,0.0,0.0,159600,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/RUBEN JUAREZ/1984-Cotidiano-RUBEN JUAREZ-TANGO DE COLECCION 03-TANGO-NUEVO.mp3,73,152775,Unknown,Unknown,Unknown,4109,3834868
Amores De Estudiante,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,162400,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Amores De Estudiante-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,157879,Unknown,Unknown,Unknown,4110,14498702
Soledad,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,184092,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Soledad-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,179774,Unknown,Unknown,Unknown,4111,15683498
Arrabal Amargo,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,213800,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Arrabal Amargo-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,213202,Unknown,Unknown,Unknown,4112,20339450
Silencio,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,192159,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Silencio-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,187590,Unknown,Unknown,Unknown,4113,16946838
Por Una Cabeza,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,196426,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Por Una Cabeza-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,192209,Unknown,Unknown,Unknown,4114,18631087
Mano A Mano,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,231900,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Mano A Mano-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,227879,Unknown,Unknown,Unknown,4115,18671043
Mi Buenos Aires Querido,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,150400,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Mi Buenos Aires Querido-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,146356,Unknown,Unknown,Unknown,4116,13182917
Melodía De Arrabal,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,223100,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Melodía De Arrabal-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,219143,Unknown,Unknown,Unknown,4117,18058938
Volver,Hugo Díaz,Tangos ,alter-tango,2001,0.0,0.0,182000,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGO DIAZ/2001-Volver-HUGO DIAZ-TANGOS -ALTER-TANGO.flac,0,178160,Unknown,Unknown,Unknown,4118,17290885
A Man's World,Natacha Atlas,Unknown,alter-tango,0,0.0,0.0,280717,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/NATACHA ATLAS/0-A Man's World-NATACHA ATLAS-UNKNOWN-ALTER-TANGO.mp3,133,278999,Unknown,Unknown,Unknown,4119,4500008
Homme,Brazilian Girls,Last Tango in Athens Disc 4,electro-tango,0,0.0,0.0,317400,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BRAZILIAN GIRLS/0-Homme-BRAZILIAN GIRLS-LAST TANGO IN ATHENS DISC 4-ELECTRO-TANGO.mp3,0,317780,Unknown,Unknown,Unknown,4120,10169263
Cantaba Asi,Petruchelli,Buenos Aires Late 2,electro-tango,0,0.0,0.0,348900,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/PETRUCHELLI/0-Cantaba Asi-PETRUCHELLI-BUENOS AIRES LATE 2-ELECTRO-TANGO.flac,0,347715,Unknown,Unknown,Unknown,4121,42617958
Everything Had Changed,Barenaked Ladies,Unknown,alter-tango,0,0.0,0.0,202527,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/BARENAKED LADIES/0-Everything Had Changed-BARENAKED LADIES-UNKNOWN-ALTER-TANGO.mp3,0,199018,Unknown,Unknown,Unknown,4122,3245432
Adios Nonino,Astor Piazzolla,Unknown,tango-nuevo,0,0.0,0.0,378253,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/ASTOR PIAZZOLLA/0-Adios Nonino_2-ASTOR PIAZZOLLA-UNKNOWN-TANGO-NUEVO.mp3,0,376454,Unknown,Unknown,Unknown,4123,6066179
Despertar,Piazzolla and Kronos Quartett,Five TangoSensations,tango-nuevo,0,0.0,0.0,366200,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/PIAZZOLLA AND KRONOS QUARTETT/0-Despertar-PIAZZOLLA AND KRONOS QUARTETT-FIVE TANGOSENSATIONS-TANGO-NUEVO.flac,0,361835,Unknown,Unknown,Unknown,4124,24835072
Asleep,Piazzolla and Kronos Quartett,Five TangoSensations,tango-nuevo,0,0.0,0.0,329300,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/PIAZZOLLA AND KRONOS QUARTETT/0-Asleep-PIAZZOLLA AND KRONOS QUARTETT-FIVE TANGOSENSATIONS-TANGO-NUEVO.flac,613,321411,Unknown,Unknown,Unknown,4125,23717106
Loving,Piazzolla and Kronos Quartett,Five TangoSensations,tango-nuevo,0,0.0,0.0,374200,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/PIAZZOLLA AND KRONOS QUARTETT/0-Loving-PIAZZOLLA AND KRONOS QUARTETT-FIVE TANGOSENSATIONS-TANGO-NUEVO.flac,0,369065,Unknown,Unknown,Unknown,4126,26739455
Anxiety,Piazzolla and Kronos Quartett,Five TangoSensations,tango-nuevo,0,0.0,0.0,297100,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/PIAZZOLLA AND KRONOS QUARTETT/0-Anxiety-PIAZZOLLA AND KRONOS QUARTETT-FIVE TANGOSENSATIONS-TANGO-NUEVO.flac,0,288322,Unknown,Unknown,Unknown,4127,22268654
Tango In Ebony,Maksim Mrvica,Unknown,alter-tango,0,0.0,0.0,235554,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/MAKSIM MRVICA/0-Tango In Ebony-MAKSIM MRVICA-UNKNOWN-ALTER-TANGO.mp3,0,235703,Unknown,Unknown,Unknown,4128,3782326
El Choclo,Violentango,Unknown,alter-tango,0,0.0,0.0,205818,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/VIOLENTANGO/0-El Choclo-VIOLENTANGO-UNKNOWN-ALTER-TANGO.mp3,0,202801,Unknown,Unknown,Unknown,4129,8234038
Sur,J.A. And His Orchestra Giaimo,The Best Tangos ,tango-nuevo,2003,0.0,0.0,183400,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/J.A. AND HIS ORCHESTRA GIAIMO/2003-Sur-J.A. AND HIS ORCHESTRA GIAIMO-THE BEST TANGOS -TANGO-NUEVO.mp3,0,180133,Unknown,Unknown,Unknown,4130,7340032
Nature Boy,Iva Zanicchi,Last Tango in Athens Disc 4,electro-tango,0,0.0,0.0,236300,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/IVA ZANICCHI/0-Nature Boy-IVA ZANICCHI-LAST TANGO IN ATHENS DISC 4-ELECTRO-TANGO.mp3,0,236591,Unknown,Unknown,Unknown,4131,7563264
Besame Mucho,Iva Zanicchi,Last Tango in Athens Disc 2,electro-tango,0,0.0,0.0,262100,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/IVA ZANICCHI/0-Besame Mucho-IVA ZANICCHI-LAST TANGO IN ATHENS DISC 2-ELECTRO-TANGO.mp3,0,262452,Unknown,Unknown,Unknown,4132,8390656
Historia De Una Amor,Iva Zanicchi,Last Tango in Athens,alter-tango,0,0.0,0.0,216308,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/IVA ZANICCHI/0-Historia De Una Amor-IVA ZANICCHI-LAST TANGO IN ATHENS-ALTER-TANGO.mp3,0,216451,Unknown,Unknown,Unknown,4133,6920192
Adios Nonino,Tango tripping project,Last Tango in Athens Disc 2,electro-tango,0,0.0,0.0,227700,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/TANGO TRIPPING PROJECT/0-Adios Nonino-TANGO TRIPPING PROJECT-LAST TANGO IN ATHENS DISC 2-ELECTRO-TANGO.mp3,0,227944,Unknown,Unknown,Unknown,4134,7286784
Adios Nonino,Tango Tripping Project,Unknown,alter-tango,0,0.0,0.0,231418,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/TANGO TRIPPING PROJECT/0-Adios Nonino-TANGO TRIPPING PROJECT-UNKNOWN-ALTER-TANGO.mp3,184,228705,Unknown,Unknown,Unknown,4135,3714253
Adios Nonino,Tango Tripping Project,Unknown,electro-tango,0,0.0,0.0,231400,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/TANGO TRIPPING PROJECT/0-Adios Nonino-TANGO TRIPPING PROJECT-UNKNOWN-ELECTRO-TANGO.mp3,184,228705,Unknown,Unknown,Unknown,4136,3714255
Viejo Abasto,G Spliff,Unknown,electro-tango,0,0.0,0.0,200600,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/G SPLIFF/0-Viejo Abasto-G SPLIFF-UNKNOWN-ELECTRO-TANGO.mp3,0,200647,Unknown,Unknown,Unknown,4137,3215030
Tarantella,Esqueletos,Unknown,alter-tango,0,0.0,0.0,366106,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/ESQUELETOS/0-Tarantella-ESQUELETOS-UNKNOWN-ALTER-TANGO.mp3,0,366059,Unknown,Unknown,Unknown,4138,14645714
Tarrango,Club des Belugas,Unknown,alter-tango,0,0.0,0.0,266788,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/CLUB DES BELUGAS/0-Tarrango-CLUB DES BELUGAS-UNKNOWN-ALTER-TANGO.mp3,444,261888,Unknown,Unknown,Unknown,4139,4281060
To Tango Tis Nefelis,Haris Alexiou,Unknown,alter-tango,0,0.0,0.0,247980,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HARIS ALEXIOU/0-To Tango Tis Nefelis-HARIS ALEXIOU-UNKNOWN-ALTER-TANGO.mp3,0,247955,Unknown,Unknown,Unknown,4140,3222304
La Cumparsita,Experimentango + Susana Rinaldi,Buenos Aires Late 2,electro-tango,0,0.0,0.0,412500,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/EXPERIMENTANGO + SUSANA RINALDI/0-La Cumparsita-EXPERIMENTANGO + SUSANA RINALDI-BUENOS AIRES LATE 2-ELECTRO-TANGO.flac,0,407689,Unknown,Unknown,Unknown,4141,43807031
Red Right Hand,Nick Cave And The Bad Seeds,Unknown,alter-tango,0,0.0,0.0,369867,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/NICK CAVE AND THE BAD SEEDS/0-Red Right Hand-NICK CAVE AND THE BAD SEEDS-UNKNOWN-ALTER-TANGO.mp3,11,369818,Unknown,Unknown,Unknown,4142,14811873
Kiss Of Fire,Hugh Laurie,Unknown,alter-tango,0,0.0,0.0,204617,/home/hoonakker/media/tango-propres-HQ/ALTERNATIF/HUGH LAURIE/0-Kiss Of Fire-HUGH LAURIE-UNKNOWN-ALTER-TANGO.mp3,0,204040,Unknown,Unknown,Unknown,4143,3284128
Para Que Te Quiero Tanto,Alfredo De Angelis,Canta Carlos Dante,tango,1936,0.0,0.0,160300,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/1936-Para Que Te Quiero Tanto-ALFREDO DE ANGELIS-CANTA CARLOS DANTE-TANGO.mp3,0,156741,Unknown,Unknown,Unknown,4144,3850240
La Novia Ausente,Alfredo De Angelis,Álbum Desconocido (12-02-2006 10:27:59),tango,1947,0.0,0.0,136900,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/0-La Novia Ausente-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (12-02-2006 10:27:59)-TANGO.mp3,0,132148,Enrique Cadícamo,Julio Martel,Guillermo Barbieri,4145,2195654
Parece Un Cuento,Alfredo De Angelis,Álbum Desconocido (12-02-2006 10:27:59),tango,1944,0.0,0.0,160500,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/0-Parece Un Cuento-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (12-02-2006 10:27:59)-TANGO.mp3,0,156177,José Rótulo,Julio Martel,Lalo Etchegoncelay,4146,2573039
Dejame Asi,Alfredo De Angelis,Álbum Desconocido (29/05/2006 22:20:49),tango,2002,0.0,0.0,180900,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/2002-Dejame Asi-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (29-05-2006 22:20:49)-TANGO.mp3,0,176609,Unknown,Unknown,Unknown,4147,7243576
Malenita De Oro,Alfredo De Angelis,Álbum Desconocido (29/05/2006 22:20:49),tango,2002,0.0,0.0,194600,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/2002-Malenita De Oro-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (29-05-2006 22:20:49)-TANGO.mp3,0,189991,Unknown,Unknown,Unknown,4148,7790632
Madre¡,Alfredo De Angelis,Álbum Desconocido (29/05/2006 22:20:49),tango,2002,0.0,0.0,156200,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/2002-Madre¡-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (29-05-2006 22:20:49)-TANGO.mp3,0,152366,Unknown,Unknown,Unknown,4149,6253864
El tropero del amor,Orquesta Alfredo De Angelis ,Álbum Desconocido (29/05/2006 22:20:49),tango,1944,0.0,0.0,189300,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/2002-El Tropero Del Amor-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (29-05-2006 22:20:49)-TANGO.mp3,0,185223,
, Carlos Dante,Teófilo Lespés; Italo Gianetti,4150,7576612
Mi Novia De Ayer,Alfredo De Angelis,Álbum Desconocido (29/05/2006 22:20:49),vals,1944,71.0901137296718,0.0,158772,/home/hoonakker/media/tango-propres-HQ/TANGO/ALFREDO DE ANGELIS/1944-Mi Novia De Ayer-ALFREDO DE ANGELIS-ALBUM DESCONOCIDO (29-05-2006 22:20:49)-VALS.mp3,0,154091,José Barreiros Bazán,Floreal Ruiz,Arturo Gallucci,4151,6354088
Dime Mi Amor,Juan D'Arienzo,D' Arienzo - Mauré,tango,1941,0.0,0.0,160100,/home/hoonakker/media/tango-propres-HQ/TANGO/JUAN D'ARIENZO/0-Dime Mi Amor-JUAN D'ARIENZO-D' ARIENZO - MAURE-TANGO.mp3,0,157203,Manuel Romero,Héctor Mauré,Rodolfo Sciammarella,4152,3846144
